max_disp,acceptance_rate,min_energy,time,density,
0.05,0.2215,-128.49, 8.584,1.00
0.05,0.233,-226.20, 10.122,0.64
0.05,0.281625,-234.80, 9.545,0.44
0.05,0.311875,-120.69, 10.104,0.33
0.05,0.359375,-97.26, 11.645,0.25
